LineId,Device,LogId,Date,Time,Level,Method,Content,EventId,EventTemplate,ParameterList
14,server.com,lassen412:,[2022-07-22,"10:11:53,409]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
15,server.com,lassen412:,[2022-07-22,"10:11:53,469]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
16,server.com,lassen412:,[2022-07-22,"10:11:53,469]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
17,server.com,lassen268:,[2022-07-22,"10:11:53,477]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
18,server.com,lassen268:,[2022-07-22,"10:11:53,477]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
19,server.com,lassen412:,[2022-07-22,"10:11:53,477]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
20,server.com,lassen412:,[2022-07-22,"10:11:53,478]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
21,server.com,lassen268:,[2022-07-22,"10:11:53,478]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
22,server.com,lassen268:,[2022-07-22,"10:11:53,478]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
23,server.com,lassen412:,[2022-07-22,"10:11:53,484]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
24,server.com,lassen412:,[2022-07-22,"10:11:53,485]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
25,server.com,lassen268:,[2022-07-22,"10:11:53,494]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
26,server.com,lassen268:,[2022-07-22,"10:11:53,494]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
27,server.com,lassen268:,[2022-07-22,"10:11:53,542]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
28,server.com,lassen268:,[2022-07-22,"10:11:53,542]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
29,server.com,lassen268:,[2022-07-22,"10:11:53,585]",[INFO],[comm.py:423:init_distributed],Initializing TorchBackend in DeepSpeed with backend nccl,a8a41ace,Initializing TorchBackend in DeepSpeed with backend nccl,[]
30,server.com,lassen268:,[2022-07-22,"10:11:54,890]",[INFO],[checkpointing.py:226:model_parallel_cuda_manual_seed],"> initializing model parallel cuda seeds on global rank 0, model parallel rank 0, and data parallel rank 0 with model parallel seed: 3952 and data parallel seed: 1234",35a4488a,"> initializing model parallel cuda seeds on global rank <*>, model parallel rank <*>, and data parallel rank <*> with model parallel seed: <*> and data parallel seed: <*>","['0', '0', '0', '3952', '1234']"
31,server.com,lassen268:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
32,server.com,lassen268:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
33,server.com,lassen412:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
34,server.com,lassen268:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
35,server.com,lassen412:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
36,server.com,lassen412:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
37,server.com,lassen268:,[2022-07-22,"10:12:00,909]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
38,server.com,lassen412:,[2022-07-22,"10:12:00,909]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
39,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
40,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
41,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
42,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
43,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
44,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
45,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
46,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
47,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
48,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
49,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
50,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
51,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
52,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
53,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
54,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
55,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
56,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
57,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
58,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
59,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
60,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
61,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
62,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
63,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
64,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
65,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
66,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
67,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
68,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
69,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
70,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
71,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
72,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
73,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
74,server.com,lassen268:,[2022-07-22,"10:12:00,910]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
75,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
76,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
77,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
78,server.com,lassen412:,[2022-07-22,"10:12:00,910]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
79,server.com,lassen412:,[2022-07-22,"10:12:00,911]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
80,server.com,lassen268:,[2022-07-22,"10:12:00,941]",[INFO],[utils.py:827:see_memory_usage],Before Building Model,0e29a366,Before Building Model,[]
81,server.com,lassen268:,[2022-07-22,"10:12:00,942]",[INFO],[utils.py:828:see_memory_usage],MA 0.0 GB         Max_MA 0.0 GB         CA 0.0 GB         Max_CA 0 GB,abc31d23,MA <*>.<*> GB Max_MA <*>.<*> GB CA <*>.<*> GB Max_CA <*> GB,"['0.0', '0.0', '0.0', '0']"
82,server.com,lassen268:,[2022-07-22,"10:12:00,943]",[INFO],[utils.py:836:see_memory_usage],"CPU Virtual Memory:  used = 39.79 GB, percent = 12.5%",37def568,"CPU Virtual Memory: used = <*>.<*> GB, percent = <*>.<*>%","['39.79', '12.5']"
83,server.com,lassen268:,[2022-07-22,"10:12:00,943]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
84,server.com,lassen268:,[2022-07-22,"10:12:00,944]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
85,server.com,lassen268:,[2022-07-22,"10:12:00,944]",[INFO],[elasticity.py:385:compute_elastic_config],"Valid World Size (GPUs / Model Parallel Size): [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",cb2cb073,"Valid World Size (GPUs / Model Parallel Size): [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
86,server.com,lassen268:,[2022-07-22,"10:12:00,944]",[WARNING],[elasticity.py:283:ensure_immutable_elastic_config],"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",b57d8412,"Unable to find DEEPSPEED_ELASTICITY_CONFIG environment variable, cannot guarantee resource scheduler will scale this job using compatible GPU counts.",[]
87,server.com,lassen268:,[2022-07-22,"10:12:00,944]",[WARNING],[config.py:847:__init__],[Elasticity] overriding training_batch_size: 512 -> 480,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'training_batch_size: 512', '480']"
88,server.com,lassen268:,[2022-07-22,"10:12:00,944]",[WARNING],[config.py:851:__init__],[Elasticity] overriding train_micro_batch_size_per_gpu: 4 -> 4,f24320bb,[<*>] overriding <*> <*> -> <*>,"['Elasticity', 'train_micro_batch_size_per_gpu: 4', '4']"
89,server.com,lassen268:,[2022-07-22,"10:12:00,944]",[INFO],[config.py:861:__init__],"[Elasticity] valid GPU counts: [8, 12, 16, 20, 24, 40, 48, 60, 80, 120, 240]",66306e76,"[<*>] valid GPU counts: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>]","['Elasticity', '8', '12', '16', '20', '24', '40', '48', '60', '80', '120', '240']"
90,server.com,lassen412:,[2022-07-22,"10:12:03,818]",[INFO],[config.py:796:__init__],DeepSpeed elasticity support enabled,76e91027,DeepSpeed elasticity support enabled,[]
91,server.com,lassen412:,[2022-07-22,"10:12:03,818]",[INFO],[elasticity.py:73:get_candidate_batch_sizes],"Candidate batch size: [120, 96]",5f4c49f5,"Candidate batch size: [<*>, <*>]","['120', '96']"
